id,old_concept,concept,categories,folder,file
"ec6cb18b-47f8-5fc6-98aa-6e9e8e9481br","coding apps website web form file upload","Document Upload Icon","interface-essential side-combination bottom-right","side-combination","coding apps website web form file upload_ec6cb18b-47f8-5fc6-98aa-6e9e8e9481br.svg"
"ec6cb18b-47f8-5fc6-9c62-9622160ecabr","common file star","Favorite File Document","files side-combination bottom-right","side-combination","common file star_ec6cb18b-47f8-5fc6-9c62-9622160ecabr.svg"
"ec6cb18b-47f8-5fc6-b5a5-612921a298br","office file glue","Document with Glue Bottle","files side-combination bottom-right","side-combination","office file glue_ec6cb18b-47f8-5fc6-b5a5-612921a298br.svg"
"ec6cb18b-47f8-5fc6-bc14-5b13246915br","coding apps website web form file attach","Document with Link Icon","interface-essential side-combination bottom-right","side-combination","coding apps website web form file attach_ec6cb18b-47f8-5fc6-bc14-5b13246915br.svg"
"ec913abd-42a3-4770-b02f-1af524f7b1br","legal hammer","Judge Gavel and Sound Block","work side-combination bottom-right","side-combination","legal hammer_ec913abd-42a3-4770-b02f-1af524f7b1br.svg"
"eca7a06d-f576-4b8b-8019-22de44d27527","seaborgium","Seaborgium Chemical Element Symbol","science container-combination","container-combination","seaborgium_eca7a06d-f576-4b8b-8019-22de44d27527.svg"
"eca7a06d-f576-4b8b-802a-e5f24cc60d9d","air quality monitor","Air Quality Index Level Ten","technology container-combination","container-combination","air quality monitor_eca7a06d-f576-4b8b-802a-e5f24cc60d9d.svg"
"eca7a06d-f576-4b8b-802e-defa023b4886","food delivery restaurant choice","Food Cloche in Square Frame","food container-combination","container-combination","food delivery restaurant choice_eca7a06d-f576-4b8b-802e-defa023b4886.svg"
"eca7a06d-f576-4b8b-8075-d06df0b03f59","holmium","Holmium Chemical Element Symbol","science container-combination","container-combination","holmium_eca7a06d-f576-4b8b-8075-d06df0b03f59.svg"
"eca7a06d-f576-4b8b-8085-be2286e7b2tr","pen write","Quill Writing on Document","interface-essential side-combination top-right","side-combination","pen write_eca7a06d-f576-4b8b-8085-be2286e7b2tr.svg"
"eca7a06d-f576-4b8b-8089-8b72325dc6cb","vide document flv 1","FLV Video File Format Icon","files container-combination","container-combination","vide document flv 1_eca7a06d-f576-4b8b-8089-8b72325dc6cb.svg"
"eca7a06d-f576-4b8b-8095-87e86e008f75","elastic compute cloud ec2","Elastic Compute Cloud EC2 Symbol","programing container-combination","container-combination","elastic compute cloud ec2_eca7a06d-f576-4b8b-8095-87e86e008f75.svg"
"eca7a06d-f576-4b8b-80aa-37d95ecbe745","design document dxf 1","DXF File Format Icon","files container-combination","container-combination","design document dxf 1_eca7a06d-f576-4b8b-80aa-37d95ecbe745.svg"
"eca7a06d-f576-4b8b-80ac-862f539aecc8","file xls 1","XLS Spreadsheet File","files container-combination","container-combination","file xls 1_eca7a06d-f576-4b8b-80ac-862f539aecc8.svg"
"eca7a06d-f576-4b8b-8150-083abc102041","fluorine","Fluorine Element Symbol","science container-combination","container-combination","fluorine_eca7a06d-f576-4b8b-8150-083abc102041.svg"
"eca7a06d-f576-4b8b-8155-b0fd7a2b9504","nitrogen","Square Nitrogen Chemical Element","science container-combination","container-combination","nitrogen_eca7a06d-f576-4b8b-8155-b0fd7a2b9504.svg"
"eca7a06d-f576-4b8b-816c-461ebbb76674","sos sign","SOS Emergency Help Symbol","health container-combination","container-combination","sos sign_eca7a06d-f576-4b8b-816c-461ebbb76674.svg"
"eca7a06d-f576-4b8b-81a0-ab91725525c5","bismuth","Bismuth Periodic Table Element","science container-combination","container-combination","bismuth_eca7a06d-f576-4b8b-81a0-ab91725525c5.svg"
"eca7a06d-f576-4b8b-81a1-1820524ddd2f","lead","Lead Chemical Element Symbol","science container-combination","container-combination","lead_eca7a06d-f576-4b8b-81a1-1820524ddd2f.svg"
"eca7a06d-f576-4b8b-81b9-9d3eacf11984","picture sun","Mountain Landscape Image Icon","images container-combination","container-combination","picture sun_eca7a06d-f576-4b8b-81b9-9d3eacf11984.svg"
"eca7a06d-f576-4b8b-81d5-6b22299bc142","californium","Californium Periodic Table Element","science container-combination","container-combination","californium_eca7a06d-f576-4b8b-81d5-6b22299bc142.svg"
"eca7a06d-f576-4b8b-81de-5eec49892319","cd box 1","Compact Disc Case","devices container-combination","container-combination","cd box 1_eca7a06d-f576-4b8b-81de-5eec49892319.svg"
"eca7a06d-f576-4b8b-8202-7d7e9f91f1ec","view square","Eye Visibility Square Icon","interface-essential container-combination","container-combination","view square_eca7a06d-f576-4b8b-8202-7d7e9f91f1ec.svg"
"eca7a06d-f576-4b8b-82c3-c5891c1950fd","keyboard option","Keyboard Option Key Symbol","interface-essential container-combination","container-combination","keyboard option_eca7a06d-f576-4b8b-82c3-c5891c1950fd.svg"
"eca7a06d-f576-4b8b-82d4-5a16cf05ca8d","xenon","Xenon Chemical Element Symbol","science container-combination","container-combination","xenon_eca7a06d-f576-4b8b-82d4-5a16cf05ca8d.svg"
"eca7a06d-f576-4b8b-82d7-2b5904b06c7d","image document gif 1","GIF Image File Format","files container-combination","container-combination","image document gif 1_eca7a06d-f576-4b8b-82d7-2b5904b06c7d.svg"
"eca7a06d-f576-4b8b-8373-394aa93d3ff8","personal hotspot connection square","Personal Hotspot Connection Square","phones container-combination","container-combination","personal hotspot connection square_eca7a06d-f576-4b8b-8373-394aa93d3ff8.svg"
"eca7a06d-f576-4b8b-8379-d7e832726bb6","css 1","CSS Web Styling Icon","programing container-combination","container-combination","css 1_eca7a06d-f576-4b8b-8379-d7e832726bb6.svg"
"eca7a06d-f576-4b8b-8391-90d28768985a","hqx 1","HQX Square Logo","apps container-combination","container-combination","hqx 1_eca7a06d-f576-4b8b-8391-90d28768985a.svg"
"eca7a06d-f576-4b8b-8393-0cae02c8611c","mask diamond","Diamond Shape Mask","design container-combination","container-combination","mask diamond_eca7a06d-f576-4b8b-8393-0cae02c8611c.svg"
"eca7a06d-f576-4b8b-83e6-2b70c6de0e5c","file doc 1","Document File Type Extension","files container-combination","container-combination","file doc 1_eca7a06d-f576-4b8b-83e6-2b70c6de0e5c.svg"
"eca7a06d-f576-4b8b-8483-1d280094910a","niobium","Niobium Periodic Table Square","science container-combination","container-combination","niobium_eca7a06d-f576-4b8b-8483-1d280094910a.svg"
"eca7a06d-f576-4b8b-8483-4e9e8b75df49","paragraph normal","Text Document Page","interface-essential container-combination","container-combination","paragraph normal_eca7a06d-f576-4b8b-8483-4e9e8b75df49.svg"
"eca7a06d-f576-4b8b-84b4-2fdfe5af7dba","flerovium","Flerovium Chemical Element Symbol","science container-combination","container-combination","flerovium_eca7a06d-f576-4b8b-84b4-2fdfe5af7dba.svg"
"eca7a06d-f576-4b8b-84c5-4a695ee10767","iridium","Iridium Chemical Element Symbol","science container-combination","container-combination","iridium_eca7a06d-f576-4b8b-84c5-4a695ee10767.svg"
"eca7a06d-f576-4b8b-84e5-be7ff0923e87","time clock circle 2","Analog Clock in Rounded Square","other container-combination","container-combination","time clock circle 2_eca7a06d-f576-4b8b-84e5-be7ff0923e87.svg"
"eca7a06d-f576-4b8b-854c-3831a4aa94c2","zirconium","Zirconium Periodic Table Symbol","science container-combination","container-combination","zirconium_eca7a06d-f576-4b8b-854c-3831a4aa94c2.svg"
"eca7a06d-f576-4b8b-8561-4e5b1fcbc0f7","ads window","Square Advertisement Box","business container-combination","container-combination","ads window_eca7a06d-f576-4b8b-8561-4e5b1fcbc0f7.svg"
"eca7a06d-f576-4b8b-85b4-7ee008e0a5eb","radium","Radium Chemical Element Symbol","science container-combination","container-combination","radium_eca7a06d-f576-4b8b-85b4-7ee008e0a5eb.svg"
"eca7a06d-f576-4b8b-85b4-ced44e8263e3","airplane mode rectangle","Airplane Flight Mode Sign","mobile container-combination","container-combination","airplane mode rectangle_eca7a06d-f576-4b8b-85b4-ced44e8263e3.svg"
"eca7a06d-f576-4b8b-85bf-963aeda09df3","meeting camera square","Square Video Camera","office container-combination","container-combination","meeting camera square_eca7a06d-f576-4b8b-85bf-963aeda09df3.svg"
"eca7a06d-f576-4b8b-861b-a51459770e84","mask bubble","Award Ribbon Square","images container-combination","container-combination","mask bubble_eca7a06d-f576-4b8b-861b-a51459770e84.svg"
"eca7a06d-f576-4b8b-8626-86bf89ecf115","yttrium","Yttrium Periodic Table Symbol","science container-combination","container-combination","yttrium_eca7a06d-f576-4b8b-8626-86bf89ecf115.svg"
"eca7a06d-f576-4b8b-8627-b9404af60121","adobe after effects logo","Square Ae Logo","logos container-combination","container-combination","adobe after effects logo_eca7a06d-f576-4b8b-8627-b9404af60121.svg"
"eca7a06d-f576-4b8b-86d2-90889d17d1df","dubnium","Dubnium Chemical Element Symbol","science container-combination","container-combination","dubnium_eca7a06d-f576-4b8b-86d2-90889d17d1df.svg"
"eca7a06d-f576-4b8b-86f0-786b211f3267","germanium","Germanium Periodic Table Symbol","science container-combination","container-combination","germanium_eca7a06d-f576-4b8b-86f0-786b211f3267.svg"
"eca7a06d-f576-4b8b-8769-db85e43e229f","check 2","Rounded Square Checkmark Symbol","interface-essential container-combination","container-combination","check 2_eca7a06d-f576-4b8b-8769-db85e43e229f.svg"
"eca7a06d-f576-4b8b-8784-f72f371c1dtr","alert push notification 2","Warning Push Notification","interface-essential side-combination top-right","side-combination","alert push notification 2_eca7a06d-f576-4b8b-8784-f72f371c1dtr.svg"
"eca7a06d-f576-4b8b-8889-0e22b2a1aeb2","mendelevium","Mendelevium Periodic Table Element","science container-combination","container-combination","mendelevium_eca7a06d-f576-4b8b-8889-0e22b2a1aeb2.svg"
"eca7a06d-f576-4b8b-88ab-b49577388c2d","data transfer square vertical","Vertical Data Transfer Square","networks container-combination","container-combination","data transfer square vertical_eca7a06d-f576-4b8b-88ab-b49577388c2d.svg"
"eca7a06d-f576-4b8b-88e6-64ee12800ad1","do not disturb sleep mode rectangle 1","Crescent Moon Square Icon","phones container-combination","container-combination","do not disturb sleep mode rectangle 1_eca7a06d-f576-4b8b-88e6-64ee12800ad1.svg"
"eca7a06d-f576-4b8b-8919-b0ad768010ea","adobe bridge logo","Adobe Bridge Application Icon","logos container-combination","container-combination","adobe bridge logo_eca7a06d-f576-4b8b-8919-b0ad768010ea.svg"
"eca7a06d-f576-4b8b-8920-57b1f9c4d96b","molybdenum","Molybdenum Chemical Element Symbol","science container-combination","container-combination","molybdenum_eca7a06d-f576-4b8b-8920-57b1f9c4d96b.svg"
"eca7a06d-f576-4b8b-8923-20698c6b86de","adobe xd logo","Square Adobe XD Icon","logos container-combination","container-combination","adobe xd logo_eca7a06d-f576-4b8b-8923-20698c6b86de.svg"
"eca7a06d-f576-4b8b-89c5-29372f14b28f","boron","Chemical Element Boron Symbol","science container-combination","container-combination","boron_eca7a06d-f576-4b8b-89c5-29372f14b28f.svg"
"eca7a06d-f576-4b8b-89cd-de3d5185c1de","audio document mp 3 1","MP3 Audio File Icon","files container-combination","container-combination","audio document mp 3 1_eca7a06d-f576-4b8b-89cd-de3d5185c1de.svg"
"eca7a06d-f576-4b8b-89e0-52ba5abbcb54","touch id 3","Square Fingerprint Scan","interface-essential container-combination","container-combination","touch id 3_eca7a06d-f576-4b8b-89e0-52ba5abbcb54.svg"
"eca7a06d-f576-4b8b-89f4-6d8b09032624","erbium","Erbium Periodic Table Element","science container-combination","container-combination","erbium_eca7a06d-f576-4b8b-89f4-6d8b09032624.svg"
"eca7a06d-f576-4b8b-8a0c-36b9d60696d3","hospital sign square","Square Hospital Sign","health container-combination","container-combination","hospital sign square_eca7a06d-f576-4b8b-8a0c-36b9d60696d3.svg"
"eca7a06d-f576-4b8b-8aa9-a7c5843a6984","barium","Barium Chemical Element Symbol","science container-combination","container-combination","barium_eca7a06d-f576-4b8b-8aa9-a7c5843a6984.svg"
"eca7a06d-f576-4b8b-8abe-dffea8e85cfe","pl 1","Square Playlist Icon","programing container-combination","container-combination","pl 1_eca7a06d-f576-4b8b-8abe-dffea8e85cfe.svg"
"eca7a06d-f576-4b8b-8b4a-725005a9332e","keyhole square","Keyhole in Rounded Square","interface-essential container-combination","container-combination","keyhole square_eca7a06d-f576-4b8b-8b4a-725005a9332e.svg"
"eca7a06d-f576-4b8b-8b50-95ee4633df4c","ruthenium","Ruthenium Periodic Table Element","science container-combination","container-combination","ruthenium_eca7a06d-f576-4b8b-8b50-95ee4633df4c.svg"
"eca7a06d-f576-4b8b-8b61-a0c0fab4c55c","spicy level high","Three Hot Chili Peppers","food container-combination","container-combination","spicy level high_eca7a06d-f576-4b8b-8b61-a0c0fab4c55c.svg"
"eca7a06d-f576-4b8b-8ba4-a655774e41c6","paragraph two column","Two Column Layout","interface-essential container-combination","container-combination","paragraph two column_eca7a06d-f576-4b8b-8ba4-a655774e41c6.svg"
"eca7a06d-f576-4b8b-8c03-a5f8a38f8a84","match schedule board","Soccer Ball in Rounded Square","sports container-combination","container-combination","match schedule board_eca7a06d-f576-4b8b-8c03-a5f8a38f8a84.svg"
"eca7a06d-f576-4b8b-8c19-16a945e40d13","rss feed square","Square RSS Feed Symbol","interface-essential container-combination","container-combination","rss feed square_eca7a06d-f576-4b8b-8c19-16a945e40d13.svg"
"eca7a06d-f576-4b8b-8caa-a6ffcfca182e","number five square","Number Five In Square","interface-essential container-combination","container-combination","number five square_eca7a06d-f576-4b8b-8caa-a6ffcfca182e.svg"
"eca7a06d-f576-4b8b-8cb5-8aa61117c3f2","darmstadtium","Darmstadtium Chemical Element Symbol","science container-combination","container-combination","darmstadtium_eca7a06d-f576-4b8b-8cb5-8aa61117c3f2.svg"
"eca7a06d-f576-4b8b-8cd7-67b63c8e6ccc","chromium","Chromium Periodic Table Symbol","science container-combination","container-combination","chromium_eca7a06d-f576-4b8b-8cd7-67b63c8e6ccc.svg"
"eca7a06d-f576-4b8b-8cf1-04e617232ae7","livermorium","Livermorium Periodic Table Symbol","science container-combination","container-combination","livermorium_eca7a06d-f576-4b8b-8cf1-04e617232ae7.svg"
"eca7a06d-f576-4b8b-8d59-6adf5e3f2bac","road sign no outlet","No Outlet Road Sign","transportation container-combination","container-combination","road sign no outlet_eca7a06d-f576-4b8b-8d59-6adf5e3f2bac.svg"
"eca7a06d-f576-4b8b-8d64-0337d5eeff19","tantalum","Tantalum Chemical Symbol","science container-combination","container-combination","tantalum_eca7a06d-f576-4b8b-8d64-0337d5eeff19.svg"
"eca7a06d-f576-4b8b-8d78-a1150a192b9f","data transfer square horizontal","Vertical Data Transfer Square","networks container-combination","container-combination","data transfer square horizontal_eca7a06d-f576-4b8b-8d78-a1150a192b9f.svg"
"eca7a06d-f576-4b8b-8db1-6f2da73b9fd5","keyboard return 1","Left Pointing Arrow in Square","interface-essential container-combination","container-combination","keyboard return 1_eca7a06d-f576-4b8b-8db1-6f2da73b9fd5.svg"
"eca7a06d-f576-4b8b-8db2-c377d1b6ef06","search square","Magnifying Glass Search Square","interface-essential container-combination","container-combination","search square_eca7a06d-f576-4b8b-8db2-c377d1b6ef06.svg"
"eca7a06d-f576-4b8b-8df2-c3afd64e26d8","arrow rectangle right 2","Right Chevron Square Button","arrows container-combination","container-combination","arrow rectangle right 2_eca7a06d-f576-4b8b-8df2-c3afd64e26d8.svg"
